filename,word,provider,split_random,split_by_provider
toilet_var3__youtube.mp4,toilet,youtube,train,train
money_var3__youtube.mp4,money,youtube,train,train
i_var3__youtube.mp4,i,youtube,train,train
sign_var3__signon.mp4,sign,signon,train,test
brother_var9__youtube.mp4,brother,youtube,train,train
brother_var5__corpusngt.mp4,brother,corpusngt,train,train
father_var9__mp4.mp4,father,cs,train,train
friend_var2__signmonkey.mp4,friend,signmonkey,train,train
where__signstation.mp4,where,signstation,train,train
where_var8__youtube.mp4,where,youtube,test,train
shop_var9__nf.mp4,shop,nf,train,train
later_var5__youtube.mp4,later,youtube,train,train
shop__signstation.mp4,shop,signstation,val,train
think_var6__corpusngt.mp4,think,corpusngt,train,train
how_var3__signstation.mp4,how,signstation,train,train
hot_var4__corpusngt.mp4,hot,corpusngt,train,train
play_var5__bslfirst.mp4,play,bslfirst,train,train
good-afternoon_var8__youtube.mp4,good-afternoon,youtube,train,train
thank-you_var3__deafway.mp4,thank-you,deafway,val,val
big_var7__bslfirst.mp4,big,bslfirst,train,train
my_var6__nf.mp4,my,nf,train,train
now_var9__gpnhs.mp4,now,gpnhs,train,train
phone_var9__mp4.mp4,phone,wolver,train,train
hello__signstation.mp4,hello,signstation,train,train
your__signstation.mp4,your,signstation,train,train
welcome_var2__youtube.mp4,welcome,youtube,train,train
phone_var11__youtube.mp4,phone,youtube,test,train
what_var7__ExeterDeafAcademyVoiceOff.mp4,what,ExeterDeafAcademyVoiceOff,train,train
go__signstation.mp4,go,signstation,train,train
family_var5__corpusngt.mp4,family,corpusngt,train,train
play_var6__signstation.mp4,play,signstation,train,train
good-afternoon_var4__deafsigns.mp4,good-afternoon,deafsigns,train,test
sleep_var4__youtube.mp4,sleep,youtube,test,train
phone_var8__signstation.mp4,phone,signstation,train,train
old__signstation.mp4,old,signstation,train,train
brother_var7__nf.mp4,brother,nf,train,train
what__signstation.mp4,what,signstation,val,train
cold_var10__youtube.mp4,cold,youtube,train,train
new_var5__nf.mp4,new,nf,val,train
school_var5__nf.mp4,school,nf,train,train
cold_var8__youtube.mp4,cold,youtube,train,train
night_var2__signstation.mp4,night,signstation,train,train
one__signstation.mp4,one,signstation,train,train
welcome_var4__deafsigns.mp4,welcome,deafsigns,test,test
baby_var8__youtube.mp4,baby,youtube,train,train
when_var2__signstation.mp4,when,signstation,train,train
sign_var10__signstation.mp4,sign,signstation,train,train
name_var3__corpusngt.mp4,name,corpusngt,train,train
small_var6__signmonkey.mp4,small,signmonkey,val,train
now_var7__corpusngt.mp4,now,corpusngt,train,train
money_var4__signmonkey.mp4,money,signmonkey,test,train
why_var6__youtube.mp4,why,youtube,train,train
hello_var5__youtube.mp4,hello,youtube,train,train
teach_var3__gpnhs.mp4,teach,gpnhs,train,train
think_var17__signstation.mp4,think,signstation,train,train
drink_var3__signmonkey.mp4,drink,signmonkey,val,train
brother_var10__signstation.mp4,brother,signstation,train,train
goodbye_var3__deafway.mp4,goodbye,deafway,train,val
like_var2__signmonkey.mp4,like,signmonkey,train,train
like__signstation.mp4,like,signstation,train,train
food_var6__signmonkey.mp4,food,signmonkey,val,train
eat__signstation.mp4,eat,signstation,train,train
good-night_var6__youtube.mp4,good-night,youtube,train,train
hearing_var6__bslfirst.mp4,hearing,bslfirst,train,train
need_var6__gpnhs.mp4,need,gpnhs,val,train
hot_var8__bslfirst.mp4,hot,bslfirst,train,train
big_var2__signstation.mp4,big,signstation,train,train
slow_var6__gpnhs.mp4,slow,gpnhs,test,train
learn_var12__gpnhs.mp4,learn,gpnhs,train,train
morning_var8__youtube.mp4,morning,youtube,val,train
hard_var3__signstation.mp4,hard,signstation,val,train
who_var6__corpusngt.mp4,who,corpusngt,train,train
learn_var11__signstation.mp4,learn,signstation,train,train
morning_var7__youtube.mp4,morning,youtube,train,train
old_var2__signmonkey.mp4,old,signmonkey,train,train
four_var4__corpusngt.mp4,four,corpusngt,train,train
go_var5__nf.mp4,go,nf,test,train
good-night_var4__youtube.mp4,good-night,youtube,test,train
phone_var10__mp4.mp4,phone,ict,train,train
cold_var7__bslfirst.mp4,cold,bslfirst,train,train
new_var4__gpnhs.mp4,new,gpnhs,test,train
think__signstation.mp4,think,signstation,train,train
when_var6__nf.mp4,when,nf,train,train
four_var3__signstation.mp4,four,signstation,val,train
help_var6__signon.mp4,help,signon,val,test
name_var4__gpnhs.mp4,name,gpnhs,val,train
friend_var8__bslfirst.mp4,friend,bslfirst,train,train
where_var2__signstation.mp4,where,signstation,train,train
go_var7__youtube.mp4,go,youtube,val,train
sad_var4__corpusngt.mp4,sad,corpusngt,test,train
father_var4__corpusngt.mp4,father,corpusngt,train,train
please_var7__youtube.mp4,please,youtube,train,train
happy_var4__gpnhs.mp4,happy,gpnhs,train,train
cold_var2__winkball.mp4,cold,winkball,train,val
see_var3__signstation.mp4,see,signstation,train,train
family_var10__bslfirst.mp4,family,bslfirst,train,train
month_var3__signmonkey.mp4,month,signmonkey,train,train
sign__signstation.mp4,sign,signstation,train,train
good-morning_var6__youtube.mp4,good-morning,youtube,test,train
good-afternoon_var2__deafway.mp4,good-afternoon,deafway,train,val
sister_var8__bslfirst.mp4,sister,bslfirst,train,train
learn_var3__signstation.mp4,learn,signstation,test,train
she__signstation.mp4,she,signstation,train,train
good-afternoon_var6__youtube.mp4,good-afternoon,youtube,train,train
mother_var6__nf.mp4,mother,nf,train,train
month_var5__gpnhs.mp4,month,gpnhs,val,train
water_var4__youtube.mp4,water,youtube,train,train
home_var10__mp4.mp4,home,wolver,train,train
happy_var7__deafsigns.mp4,happy,deafsigns,train,test
bad__signstation.mp4,bad,signstation,train,train
water__signstation.mp4,water,signstation,train,train
week_var4__signmonkey.mp4,week,signmonkey,train,train
night__signstation.mp4,night,signstation,train,train
good-night__signstation.mp4,good-night,signstation,val,train
yes__signstation.mp4,yes,signstation,test,train
easy_var3__signon.mp4,easy,signon,val,test
friend_var3__signmonkey.mp4,friend,signmonkey,train,train
how_var6__corpusngt.mp4,how,corpusngt,train,train
bad_var3__corpusngt.mp4,bad,corpusngt,train,train
go_var3__signmonkey.mp4,go,signmonkey,train,train
deaf__signstation.mp4,deaf,signstation,test,train
baby_var5__signon.mp4,baby,signon,test,test
money__signstation.mp4,money,signstation,val,train
hearing_var2__youtube.mp4,hearing,youtube,val,train
office_var7__nf.mp4,office,nf,train,train
see_var6__gpnhs.mp4,see,gpnhs,train,train
family_var13__mp4.mp4,family,wolver,train,train
bad_var4__nf.mp4,bad,nf,val,train
child__signstation.mp4,child,signstation,train,train
yesterday_var3__winkball.mp4,yesterday,winkball,train,val
hear_var5__gpnhs.mp4,hear,gpnhs,val,train
week_var6__bslfirst.mp4,week,bslfirst,val,train
good-night_var5__youtube.mp4,good-night,youtube,train,train
know_var2__signmonkey.mp4,know,signmonkey,test,train
drink__signstation.mp4,drink,signstation,train,train
think_var2__signstation.mp4,think,signstation,train,train
hear_var4__signmonkey.mp4,hear,signmonkey,train,train
big_var5__corpusngt.mp4,big,corpusngt,train,train
mother_var3__signmonkey.mp4,mother,signmonkey,train,train
phone_var6__bslfirst.mp4,phone,bslfirst,train,train
father_var8__mp4.mp4,father,cs,train,train
sign_var5__gpnhs.mp4,sign,gpnhs,test,train
easy_var9__youtube.mp4,easy,youtube,train,train
now_var4__signon.mp4,now,signon,train,test
child_var3__signstation.mp4,child,signstation,val,train
play_var3__corpusngt.mp4,play,corpusngt,test,train
shop_var6__signstation.mp4,shop,signstation,train,train
good-morning_var5__youtube.mp4,good-morning,youtube,val,train
night_var7__corpusngt.mp4,night,corpusngt,train,train
good-morning_var8__youtube.mp4,good-morning,youtube,train,train
morning_var5__youtube.mp4,morning,youtube,val,train
my_var2__signstation.mp4,my,signstation,val,train
small_var9__youtube.mp4,small,youtube,test,train
sleep__signstation.mp4,sleep,signstation,train,train
three_var2__signstation.mp4,three,signstation,train,train
toilet_var14__bslfirst.mp4,toilet,bslfirst,train,train
year_var2__signstation.mp4,year,signstation,train,train
your_var2__signmonkey.mp4,your,signmonkey,train,train
drink_var2__youtube.mp4,drink,youtube,train,train
night_var3__winkball.mp4,night,winkball,train,val
speak_var4__corpusngt.mp4,speak,corpusngt,val,train
week_var2__signstation.mp4,week,signstation,train,train
where_var3__youtube.mp4,where,youtube,train,train
later_var3__signstation.mp4,later,signstation,val,train
why_var4__youtube.mp4,why,youtube,val,train
easy__signstation.mp4,easy,signstation,test,train
see_var8__signstation.mp4,see,signstation,train,train
who_var2__signstation.mp4,who,signstation,train,train
morning_var15__youtube.mp4,morning,youtube,train,train
no_var3__gpnhs.mp4,no,gpnhs,train,train
help_var9__uploads.mp4,help,uploads,train,train
no_var6__youtube.mp4,no,youtube,test,train
new_var3__corpusngt.mp4,new,corpusngt,train,train
home__signstation.mp4,home,signstation,train,train
month_var2__winkball.mp4,month,winkball,test,val
good-morning_var7__youtube.mp4,good-morning,youtube,train,train
deaf_var8__bslfirst.mp4,deaf,bslfirst,train,train
one_var3__corpusngt.mp4,one,corpusngt,val,train
one_var6__bslfirst.mp4,one,bslfirst,test,train
help_var11__signstation.mp4,help,signstation,train,train
where_var9__youtube.mp4,where,youtube,train,train
night_var9__nf.mp4,night,nf,train,train
good-morning_var4__bslfirst.mp4,good-morning,bslfirst,train,train
easy_var6__nf.mp4,easy,nf,train,train
morning_var9__signstation.mp4,morning,signstation,train,train
you_var3__nf.mp4,you,nf,train,train
love_var4__deafsigns.mp4,love,deafsigns,train,test
good-afternoon_var7__youtube.mp4,good-afternoon,youtube,test,train
slow_var9__signstation.mp4,slow,signstation,val,train
hard_var7__nf.mp4,hard,nf,train,train
i_var4__signstation.mp4,i,signstation,test,train
sorry_var6__youtube.mp4,sorry,youtube,train,train
help_var2__signstation.mp4,help,signstation,train,train
child_var14__youtube.mp4,child,youtube,train,train
good-morning_var3__ExeterDeafAcademyVoiceOff.mp4,good-morning,ExeterDeafAcademyVoiceOff,train,train
year_var3__winkball.mp4,year,winkball,test,val
small_var2__signstation.mp4,small,signstation,train,train
we__signstation.mp4,we,signstation,train,train
now_var8__corpusngt.mp4,now,corpusngt,val,train
good-evening__signstation.mp4,good-evening,signstation,train,train
no_var5__ExeterDeafAcademyVoiceOff.mp4,no,ExeterDeafAcademyVoiceOff,train,train
five_var2__signstation.mp4,five,signstation,train,train
new__signstation.mp4,new,signstation,train,train
how_var5__signmonkey.mp4,how,signmonkey,train,train
read_var4__signmonkey.mp4,read,signmonkey,train,train
