filename,word,variation,provider,source_url,duration_s,fps,width,height,n_frames,ok
go_var11__mp4.mp4,go,11,ict,https://media.signbsl.com/videos/ict/mp4/1625_go_flv.mp4,6.4,25.0,320,240,160,True
go_var12__mp4.mp4,go,12,wolver,https://media.signbsl.com/videos/wolver/mp4/sci_surviv_6298.mp4,1.56,25.0,400,300,39,True
come__signstation.mp4,come,1,signstation,https://media.signbsl.com/videos/bsl/signstation/come.mp4,1.92,25.0,320,240,48,True
come_var2__signstation.mp4,come,2,signstation,https://media.signbsl.com/videos/bsl/signstation/101-06-1223.mp4,3.04,25.0,512,374,76,True
eat__signstation.mp4,eat,1,signstation,https://media.signbsl.com/videos/bsl/signstation/eat.mp4,2.8,25.0,320,240,70,True
eat_var2__signstation.mp4,eat,2,signstation,https://media.signbsl.com/videos/bsl/signstation/101-06-650.mp4,1.84,25.0,512,374,46,True
eat_var3__corpusngt.mp4,eat,3,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-08-14h52m27s-BSL_CN_lex_b.mpg-.mp4,4.12,25.0,352,288,103,True
eat_var4__youtube.mp4,eat,4,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/7rC7o6l2y8k.mp4,3.44,25.0,640,360,86,True
drink__signstation.mp4,drink,1,signstation,https://media.signbsl.com/videos/bsl/signstation/drink.mp4,1.24,25.0,320,240,31,True
drink_var2__youtube.mp4,drink,2,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/uUL1SaNlR-Q.mp4,2.569,29.97,640,360,77,True
drink_var3__signmonkey.mp4,drink,3,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/drink.mp4,1.912,34.0,640,480,65,True
drink_var4__corpusngt.mp4,drink,4,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-08-14h50m35s-BSL_CN_lex_b.mpg-.mp4,4.0,25.0,352,288,100,True
drink_var5__ExeterDeafAcademyVoiceOff.mp4,drink,5,ExeterDeafAcademyVoiceOff,https://media.signbsl.com/videos/bsl/ExeterDeafAcademyVoiceOff/mp4/5Yd3kQxytDw.mp4,6.88,25.0,640,360,172,True
drink_var6__bslfirst.mp4,drink,6,bslfirst,https://media.signbsl.com/videos/bsl/bslfirst/mp4/996142986.mp4,2.567,30.0,720,404,77,True
drink_var7__signstation.mp4,drink,7,signstation,https://media.signbsl.com/videos/bsl/signstation/boozing.mp4,1.84,25.0,320,240,46,True
drink_var8__bslfirst.mp4,drink,8,bslfirst,https://media.signbsl.com/videos/bsl/bslfirst/mp4/996268038.mp4,6.707,29.97,720,404,201,True
sleep__signstation.mp4,sleep,1,signstation,https://media.signbsl.com/videos/bsl/signstation/sleep.mp4,1.36,25.0,320,240,34,True
sleep_var2__signstation.mp4,sleep,2,signstation,https://media.signbsl.com/videos/bsl/signstation/101-06-609.mp4,2.44,25.0,512,374,61,True
sleep_var3__corpusngt.mp4,sleep,3,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-21-18h02m40s-BSL_CN_lex_b.mpg-.mp4,2.56,25.0,352,288,64,True
sleep_var4__youtube.mp4,sleep,4,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/E7AHVVA7FUc.mp4,4.805,29.97,640,360,144,True
sleep_var5__youtube.mp4,sleep,5,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/eH1rrAzmsrQ.mp4,3.28,25.0,640,360,82,True
work__signstation.mp4,work,1,signstation,https://media.signbsl.com/videos/bsl/signstation/work.mp4,1.28,25.0,320,240,32,True
work_var2__signmonkey.mp4,work,2,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/work.mp4,3.123,28.5,640,480,89,True
work_var3__ExeterDeafAcademyVoiceOff.mp4,work,3,ExeterDeafAcademyVoiceOff,https://media.signbsl.com/videos/bsl/ExeterDeafAcademyVoiceOff/mp4/rYLns0oEoH0.mp4,7.28,25.0,640,360,182,True
work_var4__signstation.mp4,work,4,signstation,https://media.signbsl.com/videos/bsl/signstation/sour.mp4,1.32,25.0,320,240,33,True
work_var5__signmonkey.mp4,work,5,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/sour.mp4,2.734,28.167,640,480,77,True
work_var6__corpusngt.mp4,work,6,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-21-18h22m48s-BSL_CN_lex_b.mpg-.mp4,3.52,25.0,352,288,88,True
work_var7__signstation.mp4,work,7,signstation,https://media.signbsl.com/videos/bsl/signstation/solve.mp4,1.48,25.0,320,240,37,True
work_var8__solve_cit.mp4.mp4,work,8,ssc,https://media.signbsl.com/videos/ssc/solve_cit.mp4,2.36,25.0,400,300,59,True
work_var9__bslfirst.mp4,work,9,bslfirst,https://media.signbsl.com/videos/bsl/bslfirst/mp4/996278767.mp4,8.108,29.97,720,404,243,True
work_var10__bslfirst.mp4,work,10,bslfirst,https://media.signbsl.com/videos/bsl/bslfirst/mp4/996225356.mp4,6.64,29.97,720,404,199,True
work_var11__mp4.mp4,work,11,wolver,https://media.signbsl.com/videos/wolver/mp4/3077_exploit.mp4,2.2,25.0,400,300,55,True
play__signstation.mp4,play,1,signstation,https://media.signbsl.com/videos/bsl/signstation/play.mp4,2.56,25.0,320,240,64,True
play_var2__signmonkey.mp4,play,2,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/play.mp4,3.2,30.0,640,480,96,True
play_var3__corpusngt.mp4,play,3,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-16-16h40m17s-BSL_CN_lex_b.mpg-.mp4,2.56,25.0,352,288,64,True
play_var4__gpnhs.mp4,play,4,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/play.mp4,3.56,25.0,480,360,89,True
play_var5__bslfirst.mp4,play,5,bslfirst,https://media.signbsl.com/videos/bsl/bslfirst/mp4/996314250.mp4,5.038,29.97,720,404,151,True
play_var6__signstation.mp4,play,6,signstation,https://media.signbsl.com/videos/bsl/signstation/drama.mp4,2.72,25.0,320,240,68,True
play_var7__mp4.mp4,play,7,wolver,https://media.signbsl.com/videos/wolver/mp4/art_drama_4087.mp4,2.52,25.0,400,300,63,True
play_var8__gpnhs.mp4,play,8,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/drama.mp4,2.88,25.0,480,360,72,True
play_var9__nf.mp4,play,9,nf,https://media.signbsl.com/videos/bsl/nf/mp4/Drama%20(in%20BSL)-HD.mp4,2.0,25.0,640,360,50,True
play_var10__mp4.mp4,play,10,wolver,https://media.signbsl.com/videos/wolver/mp4/art_act_4046.mp4,2.24,25.0,400,300,56,True
help__signstation.mp4,help,1,signstation,https://media.signbsl.com/videos/bsl/signstation/help.mp4,1.44,25.0,320,240,36,True
help_var2__signstation.mp4,help,2,signstation,https://media.signbsl.com/videos/bsl/signstation/assist.mp4,1.8,25.0,320,240,45,True
help_var3__mp4.mp4,help,3,ict,https://media.signbsl.com/videos/ict/mp4/74_help.mp4,4.32,25.0,320,240,108,True
help_var4__deafway.mp4,help,4,deafway,https://media.signbsl.com/videos/bsl/deafway/mp4/help.mp4,1.87,14.973,480,270,28,True
help_var5__signmonkey.mp4,help,5,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/help.mp4,2.576,28.333,640,480,73,True
help_var6__signon.mp4,help,6,signon,https://media.signbsl.com/videos/bsl/signon/mp4/wsw18.mp4,2.2,25.0,320,240,55,True
help_var7__gpnhs.mp4,help,7,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/help.mp4,3.12,25.0,480,360,78,True
help_var8__ExeterDeafAcademyVoiceOff.mp4,help,8,ExeterDeafAcademyVoiceOff,https://media.signbsl.com/videos/bsl/ExeterDeafAcademyVoiceOff/mp4/0fS0CEiHZM8.mp4,7.36,25.0,640,360,184,True
help_var9__uploads.mp4,help,9,uploads,https://media.signbsl.com/videos/bsl/uploads/mp4/015ccd234e83c17dcfca6ee0e3c40c7b.mp4,3.233,30.0,640,360,97,True
help_var10__signstation.mp4,help,10,signstation,https://media.signbsl.com/videos/bsl/signstation/supporter.mp4,1.84,25.0,320,240,46,True
help_var11__signstation.mp4,help,11,signstation,https://media.signbsl.com/videos/bsl/signstation/assistant.mp4,1.68,25.0,320,240,42,True
want__signstation.mp4,want,1,signstation,https://media.signbsl.com/videos/bsl/signstation/want.mp4,1.52,25.0,320,240,38,True
want_var2__signmonkey.mp4,want,2,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/want.mp4,2.717,42.333,640,480,115,True
need__signstation.mp4,need,1,signstation,https://media.signbsl.com/videos/bsl/signstation/involve.mp4,1.76,25.0,320,240,44,True
need_var2__signstation.mp4,need,2,signstation,https://media.signbsl.com/videos/bsl/signstation/demand.mp4,1.8,25.0,320,240,45,True
need_var3__signstation.mp4,need,3,signstation,https://media.signbsl.com/videos/bsl/signstation/require.mp4,1.56,25.0,320,240,39,True
need_var4__signstation.mp4,need,4,signstation,https://media.signbsl.com/videos/bsl/signstation/need.mp4,1.28,25.0,320,240,32,True
need_var5__signon.mp4,need,5,signon,https://media.signbsl.com/videos/bsl/signon/mp4/shw32.mp4,2.08,25.0,320,240,52,True
need_var6__gpnhs.mp4,need,6,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/need.mp4,2.769,29.97,480,360,83,True
like__signstation.mp4,like,1,signstation,https://media.signbsl.com/videos/bsl/signstation/like.mp4,1.84,25.0,320,240,46,True
like_var2__signmonkey.mp4,like,2,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/like.mp4,2.717,42.333,640,480,115,True
like_var3__signon.mp4,like,3,signon,https://media.signbsl.com/videos/bsl/signon/mp4/daw09.mp4,2.36,25.0,320,240,59,True
like_var4__gpnhs.mp4,like,4,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/like.mp4,3.504,29.97,480,360,105,True
like_var5__signstation.mp4,like,5,signstation,https://media.signbsl.com/videos/bsl/signstation/like-2.mp4,1.64,25.0,320,240,41,True
like_var6__signon.mp4,like,6,signon,https://media.signbsl.com/videos/bsl/signon/mp4/msw03.mp4,2.34,200.0,320,240,468,True
love__signstation.mp4,love,1,signstation,https://media.signbsl.com/videos/bsl/signstation/love.mp4,1.52,25.0,320,240,38,True
love_var2__deafway.mp4,love,2,deafway,https://media.signbsl.com/videos/bsl/deafway/mp4/love.mp4,2.6,25.0,640,360,65,True
love_var3__corpusngt.mp4,love,3,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-10-11h41m22s-BSL_CN_lex_b.mpg-.mp4,4.36,25.0,352,288,109,True
love_var4__deafsigns.mp4,love,4,deafsigns,https://media.signbsl.com/videos/bsl/deafsigns/mp4/24a9d5610948ed4b4a6f6306510acc1d.mp4,3.9,30.0,640,558,117,True
love_var5__youtube.mp4,love,5,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/pej-Fj0-0x8.mp4,3.0,25.0,640,360,75,True
know__signstation.mp4,know,1,signstation,https://media.signbsl.com/videos/bsl/signstation/know.mp4,1.76,25.0,320,240,44,True
know_var2__signmonkey.mp4,know,2,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/know.mp4,4.0,25.0,640,426,100,True
know_var3__signmonkey.mp4,know,3,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/know2.mp4,3.333,30.0,640,480,100,True
know_var4__corpusngt.mp4,know,4,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-10-11h36m38s-BSL_CN_lex_b.mpg-.mp4,3.52,25.0,352,288,88,True
know_var5__gpnhs.mp4,know,5,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/know.mp4,3.07,29.97,480,360,92,True
think__signstation.mp4,think,1,signstation,https://media.signbsl.com/videos/bsl/signstation/remember.mp4,1.52,25.0,320,240,38,True
think_var2__signstation.mp4,think,2,signstation,https://media.signbsl.com/videos/bsl/signstation/remember-2.mp4,1.8,25.0,320,240,45,True
think_var3__signstation.mp4,think,3,signstation,https://media.signbsl.com/videos/bsl/signstation/101-06-603.mp4,2.72,25.0,512,374,68,True
think_var4__signmonkey.mp4,think,4,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/remember.mp4,3.0,15.0,640,480,45,True
think_var5__signon.mp4,think,5,signon,https://media.signbsl.com/videos/bsl/signon/mp4/trw79.mp4,2.48,25.0,320,240,62,True
think_var6__corpusngt.mp4,think,6,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-16-16h43m56s-BSL_CN_lex_b.mpg-.mp4,3.04,25.0,352,288,76,True
think_var7__youtube.mp4,think,7,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/pC0rRD9RjFg.mp4,3.96,25.0,640,360,99,True
think_var8__signstation.mp4,think,8,signstation,https://media.signbsl.com/videos/bsl/signstation/suppose.mp4,2.24,25.0,320,240,56,True
think_var9__signstation.mp4,think,9,signstation,https://media.signbsl.com/videos/bsl/signstation/imagine.mp4,2.36,25.0,320,240,59,True
think_var10__signstation.mp4,think,10,signstation,https://media.signbsl.com/videos/bsl/signstation/suppose_2.mp4,1.96,25.0,320,240,49,True
think_var11__signmonkey.mp4,think,11,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/guess.mp4,2.96,25.0,640,426,74,True
think_var12__signstation.mp4,think,12,signstation,https://media.signbsl.com/videos/bsl/signstation/think.mp4,1.44,25.0,320,240,36,True
think_var13__signmonkey.mp4,think,13,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/think.mp4,3.32,25.0,640,426,83,True
think_var14__corpusngt.mp4,think,14,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-24-20h16m42s-BSL_CN_lex_b.mpg-.mp4,3.28,25.0,352,288,82,True
think_var15__gpnhs.mp4,think,15,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/think.mp4,3.737,29.97,480,360,112,True
think_var16__signon.mp4,think,16,signon,https://media.signbsl.com/videos/bsl/signon/mp4/msw21.mp4,2.94,200.0,320,240,588,True
think_var17__signstation.mp4,think,17,signstation,https://media.signbsl.com/videos/bsl/signstation/consider.mp4,1.84,25.0,320,240,46,True
understand__signstation.mp4,understand,1,signstation,https://media.signbsl.com/videos/bsl/signstation/understand.mp4,2.2,25.0,320,240,55,True
understand_var2__signstation.mp4,understand,2,signstation,https://media.signbsl.com/videos/bsl/signstation/understand-2.mp4,1.56,25.0,320,240,39,True
understand_var3__signmonkey.mp4,understand,3,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/understand.mp4,2.718,28.333,640,480,77,True
understand_var4__gpnhs.mp4,understand,4,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/understand.mp4,2.703,29.97,480,360,81,True
learn__signstation.mp4,learn,1,signstation,https://media.signbsl.com/videos/bsl/signstation/learn.mp4,1.84,25.0,320,240,46,True
learn_var2__signstation.mp4,learn,2,signstation,https://media.signbsl.com/videos/bsl/signstation/discover.mp4,2.0,25.0,320,240,50,True
learn_var3__signstation.mp4,learn,3,signstation,https://media.signbsl.com/videos/bsl/signstation/find-out.mp4,1.72,25.0,320,240,43,True
learn_var4__signmonkey.mp4,learn,4,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/learn.mp4,2.576,28.333,640,480,73,True
learn_var5__gpnhs.mp4,learn,5,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/learn.mp4,3.48,25.0,480,360,87,True
learn_var6__gpnhs.mp4,learn,6,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/pick-up.mp4,3.437,29.97,480,360,103,True
learn_var7__ExeterDeafAcademyVoiceOff.mp4,learn,7,ExeterDeafAcademyVoiceOff,https://media.signbsl.com/videos/bsl/ExeterDeafAcademyVoiceOff/mp4/Q7Y_bESf4M8.mp4,7.8,25.0,640,360,195,True
learn_var8__signstation.mp4,learn,8,signstation,https://media.signbsl.com/videos/bsl/signstation/teach.mp4,1.56,25.0,320,240,39,True
learn_var9__corpusngt.mp4,learn,9,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-24-20h12m24s-BSL_CN_lex_b.mpg-.mp4,3.52,25.0,352,288,88,True
learn_var10__gpnhs.mp4,learn,10,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/teach.mp4,2.603,29.97,480,360,78,True
learn_var11__signstation.mp4,learn,11,signstation,https://media.signbsl.com/videos/bsl/signstation/acquire.mp4,1.6,25.0,320,240,40,True
learn_var12__gpnhs.mp4,learn,12,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/acquire.mp4,4.267,15.0,640,426,64,True
teach__signstation.mp4,teach,1,signstation,https://media.signbsl.com/videos/bsl/signstation/teach.mp4,1.56,25.0,320,240,39,True
teach_var2__corpusngt.mp4,teach,2,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-24-20h12m24s-BSL_CN_lex_b.mpg-.mp4,3.52,25.0,352,288,88,True
teach_var3__gpnhs.mp4,teach,3,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/teach.mp4,2.603,29.97,480,360,78,True
see__signstation.mp4,see,1,signstation,https://media.signbsl.com/videos/bsl/signstation/learn.mp4,1.84,25.0,320,240,46,True
see_var2__signstation.mp4,see,2,signstation,https://media.signbsl.com/videos/bsl/signstation/discover.mp4,2.0,25.0,320,240,50,True
see_var3__signstation.mp4,see,3,signstation,https://media.signbsl.com/videos/bsl/signstation/find-out.mp4,1.72,25.0,320,240,43,True
see_var4__signmonkey.mp4,see,4,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/learn.mp4,2.576,28.333,640,480,73,True
see_var5__gpnhs.mp4,see,5,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/learn.mp4,3.48,25.0,480,360,87,True
see_var6__gpnhs.mp4,see,6,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/pick-up.mp4,3.437,29.97,480,360,103,True
see_var7__ExeterDeafAcademyVoiceOff.mp4,see,7,ExeterDeafAcademyVoiceOff,https://media.signbsl.com/videos/bsl/ExeterDeafAcademyVoiceOff/mp4/Q7Y_bESf4M8.mp4,7.8,25.0,640,360,195,True
see_var8__signstation.mp4,see,8,signstation,https://media.signbsl.com/videos/bsl/signstation/see.mp4,1.4,25.0,320,240,35,True
see_var9__corpusngt.mp4,see,9,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-21-17h55m07s-BSL_CN_lex_b.mpg-.mp4,2.8,25.0,352,288,70,True
see_var10__youtube.mp4,see,10,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/9mkGFVF89N8.mp4,2.72,25.0,640,360,68,True
see_var11__signstation.mp4,see,11,signstation,https://media.signbsl.com/videos/bsl/signstation/meet.mp4,1.64,25.0,320,240,41,True
see_var12__corpusngt.mp4,see,12,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-10-11h44m53s-BSL_CN_lex_b.mpg-.mp4,2.68,25.0,352,288,67,True
see_var13__gpnhs.mp4,see,13,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/meet.mp4,2.736,29.97,480,360,82,True
see_var14__mp4.mp4,see,14,wolver,https://media.signbsl.com/videos/wolver/mp4/3889_Interpretation.mp4,2.56,25.0,400,300,64,True
hear__signstation.mp4,hear,1,signstation,https://media.signbsl.com/videos/bsl/signstation/learn.mp4,1.84,25.0,320,240,46,True
hear_var2__signstation.mp4,hear,2,signstation,https://media.signbsl.com/videos/bsl/signstation/discover.mp4,2.0,25.0,320,240,50,True
hear_var3__signstation.mp4,hear,3,signstation,https://media.signbsl.com/videos/bsl/signstation/find-out.mp4,1.72,25.0,320,240,43,True
hear_var4__signmonkey.mp4,hear,4,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/learn.mp4,2.576,28.333,640,480,73,True
hear_var5__gpnhs.mp4,hear,5,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/learn.mp4,3.48,25.0,480,360,87,True
hear_var6__gpnhs.mp4,hear,6,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/pick-up.mp4,3.437,29.97,480,360,103,True
hear_var7__ExeterDeafAcademyVoiceOff.mp4,hear,7,ExeterDeafAcademyVoiceOff,https://media.signbsl.com/videos/bsl/ExeterDeafAcademyVoiceOff/mp4/Q7Y_bESf4M8.mp4,7.8,25.0,640,360,195,True
hear_var8__signstation.mp4,hear,8,signstation,https://media.signbsl.com/videos/bsl/signstation/hear.mp4,2.88,25.0,320,240,72,True
hear_var9__corpusngt.mp4,hear,9,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-08-15h15m16s-BSL_CN_lex_b.mpg-.mp4,4.36,25.0,352,288,109,True
speak__signstation.mp4,speak,1,signstation,https://media.signbsl.com/videos/bsl/signstation/talk.mp4,2.2,25.0,320,240,55,True
speak_var2__signstation.mp4,speak,2,signstation,https://media.signbsl.com/videos/bsl/signstation/speak.mp4,1.8,25.0,320,240,45,True
speak_var3__corpusngt.mp4,speak,3,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-21-18h23m05s-BSL_CN_lex_b.mpg-.mp4,3.4,25.0,352,288,85,True
speak_var4__corpusngt.mp4,speak,4,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-24-20h28m32s-BSL_CN_lex_b.mpg-.mp4,3.28,25.0,352,288,82,True
speak_var5__nf.mp4,speak,5,nf,https://media.signbsl.com/videos/bsl/nf/mp4/Talk.mp4,2.1,30.0,384,216,63,True
sign__signstation.mp4,sign,1,signstation,https://media.signbsl.com/videos/bsl/signstation/sign.mp4,1.52,25.0,320,240,38,True
sign_var2__signstation.mp4,sign,2,signstation,https://media.signbsl.com/videos/bsl/signstation/101-06-146.mp4,2.4,25.0,512,374,60,True
sign_var3__signon.mp4,sign,3,signon,https://media.signbsl.com/videos/bsl/signon/mp4/spw23.mp4,2.48,25.0,320,240,62,True
sign_var4__corpusngt.mp4,sign,4,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-21-17h59m46s-BSL_CN_lex_b.mpg-.mp4,3.16,25.0,352,288,79,True
sign_var5__gpnhs.mp4,sign,5,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/sign.mp4,3.52,25.0,480,360,88,True
sign_var6__signstation.mp4,sign,6,signstation,https://media.signbsl.com/videos/bsl/signstation/sign-2.mp4,2.16,25.0,320,240,54,True
sign_var7__mp4.mp4,sign,7,wolver,https://media.signbsl.com/videos/wolver/mp4/3636_Sign.mp4,2.44,25.0,400,300,61,True
sign_var8__mp4.mp4,sign,8,wolver,https://media.signbsl.com/videos/wolver/mp4/eng_signal_8271.mp4,2.36,25.0,400,300,59,True
sign_var9__mp4.mp4,sign,9,ict,https://media.signbsl.com/videos/ict/mp4/915_signal.mp4,2.2,25.0,320,240,55,True
sign_var10__signstation.mp4,sign,10,signstation,https://media.signbsl.com/videos/bsl/signstation/sign-3.mp4,1.88,25.0,320,240,47,True
sign_var11__mp4.mp4,sign,11,cs,https://media.signbsl.com/videos/cs/mp4/Peter_Bless1.mp4,3.76,25.0,352,288,94,True
read__signstation.mp4,read,1,signstation,https://media.signbsl.com/videos/bsl/signstation/read.mp4,1.84,25.0,320,240,46,True
read_var2__signstation.mp4,read,2,signstation,https://media.signbsl.com/videos/bsl/signstation/101-06-690.mp4,2.56,25.0,512,374,64,True
read_var3__mp4.mp4,read,3,ict,https://media.signbsl.com/videos/ict/mp4/789_read.mp4,2.28,25.0,320,240,57,True
read_var4__signmonkey.mp4,read,4,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/read.mp4,3.292,28.25,640,480,93,True
read_var5__signon.mp4,read,5,signon,https://media.signbsl.com/videos/bsl/signon/mp4/msw08.mp4,2.976,125.0,320,240,372,True
read_var6__corpusngt.mp4,read,6,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-16-16h43m00s-BSL_CN_lex_b.mpg-.mp4,4.84,25.0,352,288,121,True
read_var7__ExeterDeafAcademyVoiceOff.mp4,read,7,ExeterDeafAcademyVoiceOff,https://media.signbsl.com/videos/bsl/ExeterDeafAcademyVoiceOff/mp4/EgC70ClOLlQ.mp4,6.44,25.0,640,360,161,True
write__signstation.mp4,write,1,signstation,https://media.signbsl.com/videos/bsl/signstation/write.mp4,2.04,25.0,320,240,51,True
write_var2__signon.mp4,write,2,signon,https://media.signbsl.com/videos/bsl/signon/mp4/msw09.mp4,3.344,125.0,320,240,418,True
write_var3__corpusngt.mp4,write,3,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-24-20h25m48s-BSL_CN_lex_b.mpg-.mp4,3.64,25.0,352,288,91,True
write_var4__ExeterDeafAcademyVoiceOff.mp4,write,4,ExeterDeafAcademyVoiceOff,https://media.signbsl.com/videos/bsl/ExeterDeafAcademyVoiceOff/mp4/lk-uDN8iGbs.mp4,6.8,25.0,640,360,170,True
write_var5__mp4.mp4,write,5,ict,https://media.signbsl.com/videos/ict/mp4/797_write.mp4,1.96,25.0,320,240,49,True
good__signstation.mp4,good,1,signstation,https://media.signbsl.com/videos/bsl/signstation/good.mp4,1.48,25.0,320,240,37,True
good_var2__signstation.mp4,good,2,signstation,https://media.signbsl.com/videos/bsl/signstation/good-2.mp4,1.76,25.0,320,240,44,True
good_var3__youtube.mp4,good,3,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/PefUtWuFhzw.mp4,3.17,29.97,640,360,95,True
good_var4__signmonkey.mp4,good,4,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/good.mp4,2.291,42.333,640,480,97,True
good_var5__corpusngt.mp4,good,5,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-08-15h09m41s-BSL_CN_lex_b.mpg-.mp4,3.88,25.0,352,288,97,True
good_var6__nf.mp4,good,6,nf,https://media.signbsl.com/videos/bsl/nf/mp4/Good.mp4,1.9,30.0,384,216,57,True
good_var7__youtube.mp4,good,7,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/4XCkq-gmmZg.mp4,3.36,25.0,640,360,84,True
good_var8__signstation.mp4,good,8,signstation,https://media.signbsl.com/videos/bsl/signstation/expert.mp4,1.52,25.0,320,240,38,True
bad__signstation.mp4,bad,1,signstation,https://media.signbsl.com/videos/bsl/signstation/bad.mp4,1.52,25.0,320,240,38,True
bad_var2__youtube.mp4,bad,2,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/Cg22tczx3nE.mp4,3.57,29.97,640,360,107,True
bad_var3__corpusngt.mp4,bad,3,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-08-14h28m17s-BSL_CN_lex_b.mpg-.mp4,5.32,25.0,352,288,133,True
bad_var4__nf.mp4,bad,4,nf,https://media.signbsl.com/videos/bsl/nf/mp4/Bad.mp4,1.967,30.0,384,216,59,True
happy__signstation.mp4,happy,1,signstation,https://media.signbsl.com/videos/bsl/signstation/happy.mp4,1.8,25.0,320,240,45,True
happy_var2__signmonkey.mp4,happy,2,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/happy.mp4,2.183,120.0,640,480,262,True
